CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12422.0,96.0,3.0,803.5600000000001,2,Occasionnel
12423.0,1.0,8.0,1859.31,0,Fidèle
12424.0,163.0,2.0,1760.96,1,À risque
12425.0,78.0,1.0,777.2,2,Occasionnel
12426.0,195.0,1.0,582.73,1,À risque
12427.0,22.0,3.0,825.8,2,Occasionnel
12428.0,26.0,9.0,3691.7699999999995,3,Premium
12429.0,9.0,4.0,3691.7699999999995,0,Fidèle
12430.0,43.0,1.0,256.4,2,Occasionnel
12431.0,36.0,11.0,3691.7699999999995,3,Premium
12432.0,43.0,5.0,3691.7699999999995,0,Fidèle
12433.0,1.0,7.0,3691.7699999999995,3,Premium
12434.0,85.0,2.0,806.14,2,Occasionnel
12435.0,80.0,2.0,3691.7699999999995,0,Fidèle
12436.0,100.0,1.0,509.01,2,Occasionnel
12437.0,2.0,11.0,3691.7699999999995,3,Premium
12438.0,14.0,2.0,2906.85,0,Fidèle
12441.0,328.0,1.0,173.55,1,À risque
12442.0,3.0,1.0,172.06,2,Occasionnel
12444.0,21.0,5.0,3691.7699999999995,0,Fidèle
12445.0,22.0,1.0,133.4,2,Occasionnel
12446.0,58.0,1.0,1002.3100000000001,2,Occasionnel
12447.0,243.0,1.0,476.49,1,À risque
12448.0,44.0,1.0,449.45,2,Occasionnel
12449.0,22.0,4.0,3691.7699999999995,0,Fidèle
12450.0,156.0,2.0,197.88,1,À risque
12451.0,11.0,5.0,3691.7699999999995,0,Fidèle
12452.0,17.0,2.0,430.57,2,Occasionnel
12453.0,134.0,1.0,707.09,2,Occasionnel
12454.0,56.0,1.0,3528.34,0,Fidèle
12455.0,73.0,6.0,2466.86,0,Fidèle
12456.0,44.0,3.0,3181.04,0,Fidèle
12457.0,66.0,7.0,2363.23,0,Fidèle
12458.0,71.0,2.0,947.4,2,Occasionnel
12461.0,94.0,2.0,826.88,2,Occasionnel
12462.0,19.0,2.0,1189.59,2,Occasionnel
12463.0,53.0,4.0,1344.78,0,Fidèle
12464.0,10.0,8.0,1212.05,0,Fidèle
12465.0,17.0,2.0,742.1899999999999,2,Occasionnel
12468.0,188.0,2.0,729.5400000000001,1,À risque
12471.0,2.0,11.0,3691.7699999999995,3,Premium
12472.0,32.0,7.0,3691.7699999999995,3,Premium
12473.0,29.0,5.0,3691.7699999999995,0,Fidèle
12474.0,17.0,11.0,3691.7699999999995,3,Premium
12475.0,54.0,1.0,723.38,2,Occasionnel
12476.0,16.0,11.0,3691.7699999999995,3,Premium
12477.0,23.0,6.0,3691.7699999999995,3,Premium
12478.0,4.0,1.0,680.99,2,Occasionnel
12479.0,11.0,1.0,527.2,2,Occasionnel
12480.0,28.0,4.0,3281.63,0,Fidèle
12481.0,23.0,10.0,3691.7699999999995,3,Premium
12483.0,17.0,8.0,2484.98,3,Premium
12484.0,33.0,6.0,3691.7699999999995,3,Premium
12488.0,10.0,3.0,1298.66,2,Occasionnel
12489.0,328.0,1.0,334.93,1,À risque
12490.0,5.0,10.0,3691.7699999999995,3,Premium
12491.0,39.0,1.0,460.40000000000003,2,Occasionnel
12492.0,63.0,2.0,263.21000000000004,2,Occasionnel
12493.0,166.0,2.0,433.74,1,À risque
12494.0,16.0,7.0,1246.1000000000001,0,Fidèle
12497.0,82.0,1.0,1043.1,2,Occasionnel
12498.0,21.0,3.0,403.70000000000005,2,Occasionnel
12500.0,23.0,11.0,3691.7699999999995,3,Premium
12501.0,328.0,1.0,2169.39,1,À risque
12502.0,96.0,5.0,3691.7699999999995,0,Fidèle
12504.0,18.0,2.0,482.04999999999995,2,Occasionnel
12506.0,233.0,1.0,73.5,1,À risque
12507.0,134.0,3.0,1304.81,2,Occasionnel
12508.0,26.0,2.0,397.88,2,Occasionnel
12509.0,284.0,1.0,176.5,1,À risque
12510.0,143.0,2.0,982.5699999999999,2,Occasionnel
12512.0,66.0,2.0,132.18,2,Occasionnel
12513.0,113.0,1.0,612.29,2,Occasionnel
12514.0,267.0,1.0,1017.68,1,À risque
12515.0,328.0,1.0,383.7,1,À risque
12516.0,78.0,2.0,1312.06,2,Occasionnel
12517.0,28.0,5.0,2481.6,0,Fidèle
12518.0,1.0,5.0,2056.89,0,Fidèle
12519.0,64.0,1.0,330.84,2,Occasionnel
12520.0,79.0,5.0,2634.26,0,Fidèle
12521.0,143.0,1.0,599.68,2,Occasionnel
12522.0,39.0,2.0,192.72,2,Occasionnel
12523.0,19.0,11.0,1789.77,3,Premium
12524.0,9.0,8.0,3691.7699999999995,3,Premium
12526.0,1.0,3.0,1316.66,2,Occasionnel
12527.0,82.0,3.0,348.71000000000004,2,Occasionnel
12528.0,9.0,6.0,1933.48,0,Fidèle
12530.0,60.0,4.0,1662.28,0,Fidèle
12531.0,15.0,1.0,125.22,2,Occasionnel
12532.0,30.0,1.0,349.83000000000004,2,Occasionnel
12534.0,131.0,1.0,1089.18,2,Occasionnel
12535.0,92.0,2.0,716.35,2,Occasionnel
12536.0,43.0,3.0,3691.7699999999995,0,Fidèle
12538.0,29.0,1.0,363.95,2,Occasionnel
12539.0,22.0,4.0,3691.7699999999995,0,Fidèle
12540.0,20.0,11.0,3691.7699999999995,3,Premium
12541.0,30.0,3.0,981.18,2,Occasionnel
12544.0,36.0,1.0,372.7,2,Occasionnel
12545.0,75.0,2.0,1000.39,2,Occasionnel
12546.0,47.0,2.0,1161.5,2,Occasionnel
12547.0,198.0,2.0,207.79999999999998,1,À risque
12548.0,166.0,1.0,95.19999999999999,1,À risque
12550.0,79.0,1.0,964.83,2,Occasionnel
12551.0,328.0,1.0,168.0,1,À risque
12552.0,39.0,2.0,437.82,2,Occasionnel
12553.0,8.0,10.0,3691.7699999999995,3,Premium
12556.0,50.0,2.0,599.56,2,Occasionnel
12557.0,16.0,5.0,3691.7699999999995,0,Fidèle
12558.0,8.0,1.0,269.96,2,Occasionnel
12559.0,311.0,2.0,561.71,1,À risque
12560.0,5.0,3.0,2134.01,0,Fidèle
12561.0,303.0,1.0,238.85,1,À risque
12562.0,8.0,7.0,3691.7699999999995,3,Premium
12564.0,261.0,1.0,456.9,1,À risque
12565.0,289.0,1.0,145.92,1,À risque
12566.0,86.0,1.0,351.65,2,Occasionnel
12567.0,23.0,10.0,3691.7699999999995,3,Premium
12569.0,2.0,11.0,3691.7699999999995,3,Premium
12571.0,40.0,2.0,519.61,2,Occasionnel
12572.0,9.0,2.0,1020.42,2,Occasionnel
12573.0,227.0,1.0,160.54000000000002,1,À risque
12574.0,316.0,1.0,218.45,1,À risque
12576.0,36.0,5.0,1315.83,0,Fidèle
12577.0,35.0,3.0,626.6,2,Occasionnel
12578.0,21.0,2.0,2794.51,0,Fidèle
12579.0,78.0,1.0,440.42,2,Occasionnel
12580.0,247.0,1.0,415.7,1,À risque
12581.0,40.0,1.0,197.71,2,Occasionnel
12582.0,239.0,2.0,511.36,1,À risque
12583.0,3.0,11.0,3691.7699999999995,3,Premium
12584.0,4.0,9.0,2338.15,3,Premium
12585.0,234.0,2.0,2040.1,1,À risque
12586.0,17.0,1.0,196.94000000000003,2,Occasionnel
12587.0,8.0,1.0,144.0,2,Occasionnel
12588.0,39.0,1.0,214.89999999999998,2,Occasionnel
12589.0,29.0,2.0,646.68,2,Occasionnel
12590.0,211.0,2.0,3691.7699999999995,0,Fidèle
12591.0,317.0,1.0,452.84999999999997,1,À risque
12592.0,92.0,2.0,437.6,2,Occasionnel
12593.0,109.0,3.0,418.09999999999997,2,Occasionnel
12594.0,38.0,10.0,3338.2200000000003,3,Premium
12596.0,51.0,2.0,618.27,2,Occasionnel
12597.0,19.0,4.0,3691.7699999999995,0,Fidèle
12598.0,10.0,8.0,3023.08,3,Premium
12599.0,29.0,7.0,1032.58,0,Fidèle
12600.0,29.0,10.0,2599.04,3,Premium
12601.0,190.0,5.0,577.0600000000001,1,À risque
12602.0,59.0,1.0,153.12,2,Occasionnel
12603.0,22.0,1.0,739.1999999999999,2,Occasionnel
12604.0,79.0,2.0,254.18,2,Occasionnel
12607.0,60.0,1.0,1579.51,2,Occasionnel
12609.0,78.0,3.0,1126.85,2,Occasionnel
12610.0,23.0,5.0,2099.54,0,Fidèle
12611.0,52.0,1.0,1193.32,2,Occasionnel
12612.0,74.0,1.0,704.0400000000001,2,Occasionnel
12613.0,57.0,5.0,3344.38,0,Fidèle
12614.0,278.0,1.0,315.6,1,À risque
12615.0,2.0,4.0,2291.19,0,Fidèle
12616.0,95.0,2.0,713.3,2,Occasionnel
12617.0,29.0,1.0,352.98,2,Occasionnel
12618.0,22.0,1.0,177.31,2,Occasionnel
12619.0,16.0,9.0,3641.24,3,Premium
12620.0,15.0,3.0,1339.41,2,Occasionnel
12621.0,2.0,11.0,3691.7699999999995,3,Premium
12622.0,232.0,1.0,180.1,1,À risque
12623.0,276.0,1.0,305.1,1,À risque
12624.0,106.0,2.0,641.13,2,Occasionnel
12625.0,212.0,2.0,2683.82,1,À risque
12626.0,23.0,9.0,3691.7699999999995,3,Premium
12627.0,11.0,7.0,3691.7699999999995,3,Premium
12628.0,4.0,3.0,786.46,2,Occasionnel
12630.0,10.0,2.0,1270.88,2,Occasionnel
12631.0,57.0,1.0,640.5,2,Occasionnel
12633.0,59.0,4.0,2163.98,0,Fidèle
12635.0,90.0,2.0,1689.18,2,Occasionnel
12637.0,67.0,8.0,3691.7699999999995,3,Premium
12638.0,33.0,1.0,671.69,2,Occasionnel
12639.0,239.0,1.0,486.1,1,À risque
12640.0,24.0,3.0,1174.58,2,Occasionnel
12641.0,115.0,1.0,185.9,2,Occasionnel
12642.0,25.0,3.0,1013.26,2,Occasionnel
12643.0,128.0,6.0,3344.64,0,Fidèle
12644.0,130.0,1.0,477.91,2,Occasionnel
12645.0,34.0,4.0,1775.18,0,Fidèle
12646.0,5.0,2.0,1346.97,2,Occasionnel
12647.0,22.0,11.0,3691.7699999999995,3,Premium
12648.0,155.0,1.0,318.05,1,À risque
12649.0,107.0,3.0,623.51,2,Occasionnel
12650.0,3.0,1.0,314.44,2,Occasionnel
12651.0,328.0,1.0,114.0,1,À risque
12652.0,328.0,1.0,919.98,1,À risque
12653.0,149.0,2.0,2209.85,0,Fidèle
12654.0,11.0,5.0,601.98,2,Occasionnel
12656.0,17.0,5.0,3691.7699999999995,0,Fidèle
12657.0,11.0,4.0,1643.18,0,Fidèle
12658.0,19.0,1.0,686.05,2,Occasionnel
12659.0,30.0,1.0,91.68,2,Occasionnel
12660.0,11.0,1.0,245.1,2,Occasionnel
12662.0,1.0,11.0,3691.7699999999995,3,Premium
12664.0,8.0,9.0,3691.7699999999995,3,Premium
12665.0,325.0,1.0,63.0,1,À risque
12667.0,58.0,1.0,620.13,2,Occasionnel
12668.0,12.0,4.0,3691.7699999999995,0,Fidèle
12669.0,151.0,3.0,2744.0299999999997,0,Fidèle
12670.0,10.0,5.0,2996.05,0,Fidèle
12672.0,328.0,1.0,225.89999999999998,1,À risque
12673.0,5.0,2.0,610.52,2,Occasionnel
12674.0,39.0,4.0,1970.6,0,Fidèle
12676.0,25.0,6.0,1331.39,0,Fidèle
12678.0,42.0,11.0,3691.7699999999995,3,Premium
12679.0,59.0,4.0,1113.02,0,Fidèle
12680.0,1.0,4.0,862.81,2,Occasionnel
12681.0,15.0,11.0,3691.7699999999995,3,Premium
12682.0,4.0,11.0,3691.7699999999995,3,Premium
12683.0,4.0,11.0,3691.7699999999995,3,Premium
12684.0,8.0,7.0,2283.63,0,Fidèle
12685.0,28.0,6.0,2863.08,0,Fidèle
12686.0,328.0,1.0,89.14,1,À risque
12688.0,114.0,1.0,3691.7699999999995,0,Fidèle
12689.0,26.0,2.0,1247.61,2,Occasionnel
12690.0,206.0,1.0,389.01,1,À risque
12691.0,28.0,6.0,1035.8,0,Fidèle
12693.0,127.0,4.0,855.91,2,Occasionnel
12694.0,70.0,2.0,869.67,2,Occasionnel
12695.0,7.0,4.0,582.1,2,Occasionnel
12697.0,29.0,3.0,957.59,2,Occasionnel
12700.0,8.0,4.0,3691.7699999999995,0,Fidèle
12701.0,80.0,2.0,797.71,2,Occasionnel
12702.0,20.0,1.0,219.0,2,Occasionnel
12703.0,71.0,1.0,283.55,2,Occasionnel
12704.0,7.0,8.0,2340.84,0,Fidèle
12705.0,15.0,9.0,3691.7699999999995,3,Premium
12707.0,292.0,1.0,603.42,1,À risque
12708.0,30.0,10.0,2712.91,3,Premium
12709.0,15.0,11.0,3691.7699999999995,3,Premium
12710.0,97.0,3.0,1149.02,2,Occasionnel
12712.0,29.0,11.0,3691.7699999999995,3,Premium
12713.0,1.0,1.0,848.55,2,Occasionnel
12714.0,9.0,5.0,3691.7699999999995,0,Fidèle
12715.0,106.0,1.0,343.36,2,Occasionnel
12716.0,4.0,2.0,1053.49,2,Occasionnel
12717.0,151.0,2.0,1030.98,2,Occasionnel
12718.0,71.0,1.0,238.25,2,Occasionnel
12719.0,5.0,2.0,644.95,2,Occasionnel
12720.0,3.0,11.0,3691.7699999999995,3,Premium
12721.0,32.0,6.0,2656.13,0,Fidèle
12722.0,85.0,4.0,997.63,2,Occasionnel
12723.0,4.0,5.0,725.07,2,Occasionnel
12724.0,5.0,4.0,1031.41,2,Occasionnel
12725.0,328.0,1.0,427.8,1,À risque
12726.0,28.0,7.0,2609.1,0,Fidèle
12727.0,11.0,7.0,3691.7699999999995,3,Premium
12728.0,71.0,4.0,836.33,2,Occasionnel
12729.0,114.0,1.0,453.01,2,Occasionnel
12731.0,24.0,11.0,3691.7699999999995,3,Premium
12732.0,180.0,1.0,236.26000000000002,1,À risque
12733.0,234.0,1.0,383.95,1,À risque
12734.0,328.0,1.0,110.39999999999999,1,À risque
12735.0,315.0,2.0,779.5699999999999,1,À risque
12736.0,328.0,1.0,234.0,1,À risque
12738.0,328.0,1.0,155.35,1,À risque
12739.0,78.0,2.0,1013.04,2,Occasionnel
12740.0,64.0,1.0,427.6,2,Occasionnel
12743.0,134.0,2.0,540.13,2,Occasionnel
12744.0,52.0,7.0,3691.7699999999995,3,Premium
12747.0,2.0,11.0,3691.7699999999995,3,Premium
12748.0,1.0,11.0,3691.7699999999995,3,Premium
12749.0,4.0,5.0,3691.7699999999995,0,Fidèle
12750.0,129.0,1.0,275.88,2,Occasionnel
12752.0,81.0,1.0,3691.7699999999995,0,Fidèle
12753.0,23.0,6.0,3691.7699999999995,3,Premium
12754.0,236.0,3.0,3010.74,0,Fidèle
12755.0,281.0,2.0,3691.7699999999995,1,À risque
12756.0,87.0,1.0,112.07999999999998,2,Occasionnel
12757.0,16.0,11.0,3691.7699999999995,3,Premium
12758.0,117.0,2.0,2791.59,0,Fidèle
12759.0,52.0,3.0,1531.44,0,Fidèle
12762.0,8.0,2.0,1898.52,0,Fidèle
12763.0,138.0,2.0,494.08,2,Occasionnel
12764.0,317.0,1.0,1693.88,1,À risque
12766.0,4.0,7.0,3691.7699999999995,3,Premium
12769.0,239.0,1.0,1143.6,1,À risque
12770.0,211.0,1.0,1351.45,1,À risque
12772.0,60.0,1.0,892.47,2,Occasionnel
12775.0,17.0,5.0,1386.04,0,Fidèle
12778.0,20.0,6.0,822.23,0,Fidèle
12779.0,38.0,8.0,3691.7699999999995,3,Premium
12781.0,64.0,2.0,826.74,2,Occasionnel
12782.0,5.0,5.0,2330.92,0,Fidèle
12783.0,2.0,6.0,2225.91,0,Fidèle
12784.0,9.0,2.0,532.8199999999999,2,Occasionnel
12785.0,328.0,1.0,311.95,1,À risque
12787.0,10.0,3.0,463.66,2,Occasionnel
12789.0,65.0,1.0,91.85,2,Occasionnel
12790.0,192.0,1.0,324.92,1,À risque
12791.0,328.0,1.0,192.60000000000002,1,À risque
12792.0,257.0,1.0,400.53999999999996,1,À risque
12793.0,328.0,2.0,545.48,1,À risque
12794.0,53.0,2.0,860.41,2,Occasionnel
12795.0,19.0,1.0,430.48,2,Occasionnel
12797.0,328.0,1.0,254.03,1,À risque
12798.0,10.0,3.0,3691.7699999999995,0,Fidèle
12802.0,187.0,1.0,427.58,1,À risque
12808.0,37.0,3.0,483.65000000000003,2,Occasionnel
12809.0,178.0,1.0,489.31,1,À risque
12811.0,261.0,3.0,514.85,1,À risque
12812.0,45.0,1.0,229.64000000000001,2,Occasionnel
12814.0,102.0,1.0,125.92,2,Occasionnel
12815.0,148.0,2.0,1063.46,2,Occasionnel
12816.0,96.0,2.0,572.2,2,Occasionnel
12817.0,281.0,1.0,166.04,1,À risque
12818.0,262.0,1.0,1542.08,1,À risque
12820.0,3.0,4.0,942.34,2,Occasionnel
12821.0,214.0,1.0,92.72,1,À risque
12822.0,71.0,2.0,948.88,2,Occasionnel
12823.0,75.0,5.0,1759.5,0,Fidèle
12824.0,60.0,1.0,397.12,2,Occasionnel
12826.0,3.0,7.0,1474.72,0,Fidèle
12827.0,6.0,3.0,430.15000000000003,2,Occasionnel
12828.0,3.0,6.0,1018.71,0,Fidèle
12829.0,328.0,2.0,293.0,1,À risque
12830.0,38.0,6.0,3691.7699999999995,3,Premium
12831.0,262.0,1.0,215.05,1,À risque
12832.0,32.0,2.0,383.03,2,Occasionnel
12833.0,145.0,1.0,417.38,2,Occasionnel
12834.0,283.0,1.0,312.38,1,À risque
12836.0,59.0,4.0,2610.36,0,Fidèle
12837.0,173.0,1.0,134.1,1,À risque
12838.0,34.0,2.0,671.95,2,Occasionnel
12839.0,3.0,11.0,3691.7699999999995,3,Premium
12840.0,144.0,4.0,2726.77,0,Fidèle
12841.0,5.0,11.0,3691.7699999999995,3,Premium
12842.0,70.0,2.0,1118.99,2,Occasionnel
12843.0,66.0,8.0,1702.26,0,Fidèle
12844.0,29.0,2.0,325.96000000000004,2,Occasionnel
12845.0,267.0,4.0,354.09,1,À risque
12847.0,22.0,1.0,843.64,2,Occasionnel
12849.0,31.0,2.0,1010.29,2,Occasionnel
12851.0,97.0,1.0,131.81,2,Occasionnel
12852.0,295.0,1.0,311.55,1,À risque
12853.0,135.0,6.0,1957.1000000000001,0,Fidèle
12854.0,79.0,3.0,1316.25,2,Occasionnel
12855.0,328.0,1.0,38.1,1,À risque
12856.0,8.0,6.0,2170.78,0,Fidèle
12857.0,211.0,2.0,1106.4,1,À risque
12863.0,52.0,1.0,521.2,2,Occasionnel
12864.0,138.0,1.0,147.12,2,Occasionnel
12865.0,26.0,2.0,1568.23,2,Occasionnel
12866.0,283.0,1.0,559.12,1,À risque
12867.0,26.0,7.0,3691.7699999999995,3,Premium
12868.0,186.0,6.0,1607.0600000000002,0,Fidèle
12871.0,84.0,2.0,380.64,2,Occasionnel
12872.0,327.0,2.0,599.97,1,À risque
12873.0,282.0,1.0,374.0,1,À risque
12875.0,143.0,2.0,343.2300000000001,2,Occasionnel
12876.0,58.0,2.0,2218.02,0,Fidèle
12877.0,4.0,11.0,1535.77,3,Premium
12878.0,236.0,2.0,854.99,1,À risque
12879.0,45.0,3.0,573.22,2,Occasionnel
12881.0,276.0,1.0,298.0,1,À risque
12882.0,9.0,2.0,1463.04,2,Occasionnel
12883.0,25.0,4.0,703.47,2,Occasionnel
12884.0,88.0,1.0,309.05,2,Occasionnel
12885.0,63.0,3.0,1175.22,2,Occasionnel
12886.0,68.0,2.0,1378.4,2,Occasionnel
12888.0,214.0,2.0,354.12,1,À risque
12890.0,24.0,1.0,376.71999999999997,2,Occasionnel
12891.0,186.0,3.0,331.0,1,À risque
12893.0,31.0,1.0,176.55,2,Occasionnel
12895.0,42.0,2.0,372.8,2,Occasionnel
12897.0,205.0,2.0,216.5,1,À risque
12901.0,9.0,11.0,3691.7699999999995,3,Premium
12902.0,265.0,1.0,138.68,1,À risque
12904.0,18.0,2.0,496.06,2,Occasionnel
12906.0,12.0,5.0,2919.81,0,Fidèle
12908.0,176.0,2.0,750.0,1,À risque
12909.0,40.0,5.0,2178.67,0,Fidèle
12910.0,23.0,8.0,3075.04,3,Premium
12912.0,3.0,5.0,1662.3,0,Fidèle
12913.0,5.0,5.0,2483.63,0,Fidèle
12915.0,149.0,2.0,363.65,2,Occasionnel
12916.0,139.0,4.0,2944.95,0,Fidèle
12917.0,128.0,1.0,594.0,2,Occasionnel
12919.0,8.0,6.0,1335.19,0,Fidèle
12920.0,17.0,1.0,162.78,2,Occasionnel
12921.0,9.0,11.0,3691.7699999999995,3,Premium
12922.0,161.0,1.0,405.38,1,À risque
12923.0,64.0,1.0,172.82,2,Occasionnel
12924.0,88.0,4.0,933.7,2,Occasionnel
12925.0,5.0,2.0,694.05,2,Occasionnel
12928.0,35.0,5.0,2062.7000000000003,0,Fidèle
12929.0,312.0,1.0,117.85,1,À risque
12930.0,78.0,2.0,415.8,2,Occasionnel
12931.0,22.0,11.0,3691.7699999999995,3,Premium
12933.0,24.0,3.0,607.53,2,Occasionnel
12935.0,2.0,7.0,2160.7,0,Fidèle
12936.0,17.0,4.0,1063.9,0,Fidèle
12937.0,15.0,4.0,1504.27,0,Fidèle
12938.0,26.0,1.0,114.14,2,Occasionnel
12939.0,64.0,8.0,3691.7699999999995,3,Premium
12940.0,55.0,2.0,899.69,2,Occasionnel
12942.0,131.0,3.0,675.6,2,Occasionnel
12944.0,36.0,2.0,604.51,2,Occasionnel
12945.0,288.0,1.0,462.95,1,À risque
12947.0,144.0,6.0,1603.99,0,Fidèle
12948.0,16.0,7.0,2064.95,0,Fidèle
12949.0,31.0,8.0,3691.7699999999995,3,Premium
12950.0,2.0,3.0,1843.0,0,Fidèle
12951.0,9.0,6.0,1064.07,0,Fidèle
12952.0,6.0,4.0,1387.79,0,Fidèle
12953.0,10.0,1.0,329.85,2,Occasionnel
12955.0,1.0,11.0,3691.7699999999995,3,Premium
12956.0,306.0,1.0,108.07,1,À risque
12957.0,10.0,8.0,3691.7699999999995,3,Premium
12962.0,7.0,2.0,266.39,2,Occasionnel
12963.0,8.0,8.0,1856.63,0,Fidèle
12965.0,89.0,1.0,769.8100000000001,2,Occasionnel
12966.0,10.0,1.0,160.18,2,Occasionnel
12967.0,328.0,2.0,1660.9,1,À risque
12968.0,112.0,1.0,135.95,2,Occasionnel
12970.0,7.0,4.0,405.47,2,Occasionnel
12971.0,4.0,11.0,3691.7699999999995,3,Premium
12974.0,198.0,1.0,144.8,1,À risque
12976.0,212.0,1.0,738.6,1,À risque
12977.0,156.0,1.0,39.239999999999995,1,À risque
12980.0,158.0,9.0,3691.7699999999995,3,Premium
12981.0,30.0,2.0,372.21999999999997,2,Occasionnel
12982.0,243.0,1.0,390.54,1,À risque
12984.0,19.0,1.0,97.5,2,Occasionnel
12985.0,1.0,2.0,1239.38,2,Occasionnel
12987.0,74.0,2.0,558.7,2,Occasionnel
12988.0,292.0,1.0,505.82,1,À risque
12989.0,3.0,11.0,3691.7699999999995,3,Premium
12990.0,31.0,3.0,409.5,2,Occasionnel
12991.0,23.0,2.0,503.76,2,Occasionnel
12993.0,23.0,4.0,414.76,2,Occasionnel
12994.0,4.0,3.0,974.4200000000001,2,Occasionnel
12995.0,85.0,1.0,211.32,2,Occasionnel
12997.0,22.0,4.0,1226.89,0,Fidèle
12999.0,196.0,3.0,455.88,1,À risque
13000.0,107.0,3.0,534.85,2,Occasionnel
13001.0,4.0,11.0,3691.7699999999995,3,Premium
13002.0,318.0,1.0,120.94999999999999,1,À risque
13003.0,106.0,3.0,149.05,2,Occasionnel
13004.0,12.0,11.0,3691.7699999999995,3,Premium
13005.0,174.0,2.0,513.7,1,À risque
13006.0,56.0,1.0,81.57,2,Occasionnel
13008.0,323.0,1.0,229.46999999999997,1,À risque
13011.0,328.0,1.0,50.550000000000004,1,À risque
13012.0,9.0,8.0,1646.8400000000001,0,Fidèle
13013.0,1.0,11.0,3691.7699999999995,3,Premium
13014.0,11.0,10.0,3466.2799999999997,3,Premium
13015.0,53.0,5.0,3339.64,0,Fidèle
13016.0,73.0,3.0,789.89,2,Occasionnel
13017.0,7.0,1.0,204.0,2,Occasionnel
13018.0,16.0,11.0,3691.7699999999995,3,Premium
13021.0,4.0,9.0,2616.38,3,Premium
13023.0,64.0,2.0,689.9,2,Occasionnel
13026.0,1.0,5.0,975.36,0,Fidèle
13027.0,114.0,6.0,3691.7699999999995,3,Premium
13028.0,23.0,2.0,661.3199999999999,2,Occasionnel
13029.0,31.0,3.0,1247.5,2,Occasionnel
13030.0,11.0,2.0,752.4399999999999,2,Occasionnel
13032.0,52.0,2.0,1010.18,2,Occasionnel
13033.0,328.0,1.0,190.55,1,À risque
13034.0,55.0,2.0,642.77,2,Occasionnel
13035.0,74.0,2.0,921.88,2,Occasionnel
13037.0,138.0,3.0,881.07,2,Occasionnel
13038.0,80.0,3.0,908.46,2,Occasionnel
